textA,textB,keywordsA,keywordsB,authorA,authorb,named_entitiesA,named_entitiesB 
Central Health 'is the only hospital district in Texas that spends taxpayer dollars on abortions.',Barack Obama voted against 'born alive' legislation in Illinois that was 'virtually identical to the federal law.',Abortion,Abortion,Wayne Christian,National Right to Life Committee,"Austin American-Statesman,Harris County Hospital District,Hyde Amendment,JPS Health Network,Medicaid,National Abortion Federation,Parkland Health and Hospital System,Republican,Tarrant County,Texas Alliance for Life,Texas Department of Health and Human Services,Texas Department of State Health Services,Travis County,Vicki Saporta,Wayne Christian,abortion,incest,poverty line","Abortion,Barack Obama,David Brody,Illinois Senate,Jill Stanek,John McCain,National Right to Life Committee,U.S. Congress,abortion,attack ad,fetus,homo sapiens,prochoice,story here"
Central Health 'is the only hospital district in Texas that spends taxpayer dollars on abortions.','The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.',Abortion,Abortion,Wayne Christian,The Family Foundation,"Austin American-Statesman,Harris County Hospital District,Hyde Amendment,JPS Health Network,Medicaid,National Abortion Federation,Parkland Health and Hospital System,Republican,Tarrant County,Texas Alliance for Life,Texas Department of Health and Human Services,Texas Department of State Health Services,Travis County,Vicki Saporta,Wayne Christian,abortion,incest,poverty line","Anita Perry,Barack Obama,Carly Fiorina,Center for Reproductive Rights,Charlotte Lozier Institute,Facebook,Netherlands,North Korea,PolitiFact,Rick Perry,Roe v. Wade,Singapore,Susan B. Anthony List,abortion,abortion law,elective abortion,fetus,last menstrual period,socially conservative,uterus"
Central Health 'is the only hospital district in Texas that spends taxpayer dollars on abortions.','So what sort of services does Romney's health care plan provide? Per the state Web site: $50 co-pay for abortions.',Abortion,Abortion,Wayne Christian,Fred Thompson,"Austin American-Statesman,Harris County Hospital District,Hyde Amendment,JPS Health Network,Medicaid,National Abortion Federation,Parkland Health and Hospital System,Republican,Tarrant County,Texas Alliance for Life,Texas Department of Health and Human Services,Texas Department of State Health Services,Travis County,Vicki Saporta,Wayne Christian,abortion,incest,poverty line","Commonwealth Care,Fred Thompson,Mitt Romney,Republican,Simi Valley,Ted Kennedy,U.S. senator,federal poverty level,it. It,the chairman"
Central Health 'is the only hospital district in Texas that spends taxpayer dollars on abortions.','I'm proud to have had a 100 percent pro-life voting record.',Abortion,Abortion,Wayne Christian,Fred Thompson,"Austin American-Statesman,Harris County Hospital District,Hyde Amendment,JPS Health Network,Medicaid,National Abortion Federation,Parkland Health and Hospital System,Republican,Tarrant County,Texas Alliance for Life,Texas Department of Health and Human Services,Texas Department of State Health Services,Travis County,Vicki Saporta,Wayne Christian,abortion,incest,poverty line","Fox News,Fred Thompson,Mitt Romney,National Right to Life Committee,New York City,Republican,Roe v. Wade,Romney,Rudy Giuliani,abortion,abortion rights,assisted suicide,campaign finance reform,late-term abortion,partial-birth abortion,pro-life"
Says most of Perry's chiefs of staff have been lobbyists.,Says most of Perry's chiefs of staff have been lobbyists.,Ethics,Ethics,Bill White,Bill White,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System"
Says most of Perry's chiefs of staff have been lobbyists.,Says Obama has flip-flopped on public campaign financing.,Ethics,Ethics,Bill White,Let Freedom Ring,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","2008 election,Barack Obama,Bob Bauer,Cleveland, Ohio,Federal Election Commission,Jill Hazelbaker,John McCain,Republican,Republican National Committee,story.Here"
Says most of Perry's chiefs of staff have been lobbyists.,"'Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.'",Ethics,Ethics,Bill White,Barack Obama,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Barack Obama,Bill Clinton,Campaign Finance Reform,Congressional Record,Democrat,John McCain,McCain-Feingold bill,Russ Feingold,Wisconsin,campaign finance reform,conflict of interest,soft money,story here"
Says most of Perry's chiefs of staff have been lobbyists.,Georgia is one of three states that 'effectively have no regulations whatsoever on lobbyists giving to legislators.',Ethics,Ethics,Bill White,Josh McKoon,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Atlanta Hawks,Atlanta Journal-Constitution,Center for Public Integrity,Channell,Global Integrity,National Conference of State Legislatures,PolitiFact,Rahn Mayo,Republican,South Dakota,buttress"
Says most of Perry's chiefs of staff have been lobbyists.,"'Hillary Clinton has taken over $800,000 from lobbyists.'",Ethics,Ethics,Bill White,Barack Obama,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Barack Obama,Center for Responsive Politics,Democrat,Hillary Clinton,Republican,Ritsch,Step 2,the price"
Says most of Perry's chiefs of staff have been lobbyists.,'When I saw corruption and sexual harassment cover-ups I called on Sheldon Silver to resign.',Ethics,Ethics,Bill White,Michael Kearns,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Buffalo News,Democrat,Erie County,Michael P. Kearns,PolitiFact,Republican,Sheldon Silver,Vito Lopez,https,sexual harassment,youtube"
Says most of Perry's chiefs of staff have been lobbyists.,"Obama spent '40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.'",Ethics,Ethics,Bill White,Bill Clinton,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Barack Obama,Bill Clinton,Campaign Legal Center,Iowa,Nevada,New Hampshire,Paul Ryan,PolitiFact,South Carolina,U.S. Census Bureau,lobbyist,political action committee,political action committees,so you"
Says most of Perry's chiefs of staff have been lobbyists.,"'I'm proud of the fact that I've raised more money from small donors than anybody else, and that we're getting $25, $50, $100 donations, and we've done very well doing it that way.'",Ethics,Ethics,Bill White,Barack Obama,"AT&T,Bill Clements,Bill White,Bracewell & Giuliani,Bracewell & Patterson,Centene Corp,Corrections Corp. of America,Dallas Morning News,George W. Bush,Hewlett-Packard,Miner, a,Northrop Grumman,Rod Davis,Tarrant Regional Water District,Texas A&M University System,Texas Department of Agriculture,Texas Department of Transportation,Texas Ethics Commission,Texas Health and Human Services Commission,Texas House of Representatives,Texas Instruments,Texas Natural Resource Conservation Commission,Texas Transportation Commission,Texas Youth Commission,University of Texas System","Barack Obama,Center for Responsive Politics,Federal Election Commission,Ritsch"
